作品ID,作品名,作品名読み,ソート用読み,副題,副題読み,原題,初出,分類番号,文字遣い種別,作品著作権フラグ,公開日,最終更新日,図書カードURL,人物ID,姓,名,姓読み,名読み,姓読みソート用,名読みソート用,姓ローマ字,名ローマ字,役割フラグ,生年月日,没年月日,人物著作権フラグ,底本名1,底本出版社名1,底本初版発行年1,入力に使用した版1,校正に使用した版1,底本の親本名1,底本の親本出版社名1,底本の親本初版発行年1,底本名2,底本出版社名2,底本初版発行年2,入力に使用した版2,校正に使用した版2,底本の親本名2,底本の親本出版社名2,底本の親本初版発行年2,入力者,校正者,テキストファイルURL,テキストファイル最終更新日,テキストファイル符号化方式,テキストファイル文字集合,テキストファイル修正回数,XHTML/HTMLファイルURL,XHTML/HTMLファイル最終更新日,XHTML/HTMLファイル符号化方式,XHTML/HTMLファイル文字集合,XHTML/HTMLファイル修正回数
"000127","羅生門","らしょうもん","らしようもん","","","","「帝国文学」1915（大正4）年11月号","NDC 913","新字新仮名","なし",1997-10-29,2022-07-16,"https://www.aozora.gr.jp/cards/000879/card127.html","000879","芥川","竜之介","あくたがわ","りゅうのすけ","あくたかわ","りゆうのすけ","Akutagawa","Ryunosuke","著者","1892-03-01","1927-07-24","なし","芥川龍之介全集1","ちくま文庫、筑摩書房","1986（昭和61）年9月24日","1997（平成9）年4月15日第14刷","","筑摩全集類聚　芥川龍之介全集第一巻","筑摩書房","1971（昭和46）年3月5日","","","","","","","","","野口英司、平山誠","もりみつじゅんじ","https://www.aozora.gr.jp/cards/000879/files/127_ruby_150.zip","2022-07-16","ShiftJIS","JIS X 0208","4","https://www.aozora.gr.jp/cards/000879/files/127_15260.html","2022-07-16","ShiftJIS","JIS X 0208","2"
